Time (s),Color,ROI Coordinates (x,y,w,h)
11.30,Red,(280, 150, 100, 60)
11.30,Red,(560, 210, 80, 100)
11.33,Red,(160, 230, 90, 60)
11.33,Green,(160, 230, 90, 60)
11.33,Red,(280, 150, 100, 60)
11.37,Red,(160, 230, 90, 60)
11.37,Red,(280, 150, 100, 60)
11.40,Red,(160, 230, 90, 60)
11.40,Red,(280, 150, 100, 60)
11.43,Red,(160, 230, 90, 60)
11.43,Red,(280, 150, 100, 60)
11.43,Red,(560, 210, 80, 100)
11.47,Red,(160, 230, 90, 60)
11.47,Red,(280, 150, 100, 60)
11.47,Red,(560, 210, 80, 100)
11.50,Red,(160, 230, 90, 60)
11.50,Red,(280, 150, 100, 60)
11.50,Red,(560, 210, 80, 100)
11.53,Red,(160, 230, 90, 60)
11.53,Red,(280, 150, 100, 60)
11.53,Red,(560, 210, 80, 100)
11.57,Red,(160, 230, 90, 60)
11.57,Red,(280, 150, 100, 60)
11.57,Red,(560, 210, 80, 100)
11.60,Red,(160, 230, 90, 60)
11.60,Red,(280, 150, 100, 60)
11.60,Red,(560, 210, 80, 100)
11.63,Red,(160, 230, 90, 60)
11.63,Red,(280, 150, 100, 60)
11.63,Red,(560, 210, 80, 100)
11.67,Red,(160, 230, 90, 60)
11.67,Red,(280, 150, 100, 60)
11.67,Red,(560, 210, 80, 100)
11.70,Red,(160, 230, 90, 60)
11.70,Red,(280, 150, 100, 60)
11.70,Red,(560, 210, 80, 100)
11.73,Red,(160, 230, 90, 60)
11.73,Red,(280, 150, 100, 60)
11.73,Red,(560, 210, 80, 100)
11.77,Red,(160, 230, 90, 60)
11.77,Red,(280, 150, 100, 60)
11.77,Red,(560, 210, 80, 100)
11.80,Red,(160, 230, 90, 60)
11.80,Red,(280, 150, 100, 60)
11.80,Red,(560, 210, 80, 100)
11.83,Red,(160, 230, 90, 60)
11.83,Red,(280, 150, 100, 60)
11.83,Red,(560, 210, 80, 100)
11.87,Red,(160, 230, 90, 60)
11.87,Red,(280, 150, 100, 60)
11.87,Red,(560, 210, 80, 100)
11.90,Red,(160, 230, 90, 60)
11.90,Red,(280, 150, 100, 60)
11.90,Red,(560, 210, 80, 100)
11.93,Red,(160, 230, 90, 60)
11.93,Red,(280, 150, 100, 60)
11.93,Red,(560, 210, 80, 100)
11.97,Red,(160, 230, 90, 60)
11.97,Red,(280, 150, 100, 60)
11.97,Red,(560, 210, 80, 100)
12.00,Red,(160, 230, 90, 60)
12.00,Green,(160, 230, 90, 60)
12.00,Red,(280, 150, 100, 60)
12.00,Red,(560, 210, 80, 100)
12.03,Red,(160, 230, 90, 60)
12.03,Red,(280, 150, 100, 60)
12.03,Red,(560, 210, 80, 100)
12.07,Red,(160, 230, 90, 60)
12.07,Red,(280, 150, 100, 60)
12.07,Red,(560, 210, 80, 100)
12.10,Red,(160, 230, 90, 60)
12.10,Red,(280, 150, 100, 60)
12.10,Red,(560, 210, 80, 100)
12.13,Red,(160, 230, 90, 60)
12.13,Red,(280, 150, 100, 60)
12.13,Red,(560, 210, 80, 100)
12.17,Red,(160, 230, 90, 60)
12.17,Red,(280, 150, 100, 60)
12.17,Red,(560, 210, 80, 100)
12.20,Red,(160, 230, 90, 60)
12.20,Red,(280, 150, 100, 60)
12.23,Red,(160, 230, 90, 60)
12.23,Red,(280, 150, 100, 60)
12.23,Red,(560, 210, 80, 100)
12.27,Red,(160, 230, 90, 60)
12.27,Red,(280, 150, 100, 60)
12.27,Red,(560, 210, 80, 100)
12.30,Red,(160, 230, 90, 60)
12.30,Red,(280, 150, 100, 60)
12.30,Red,(560, 210, 80, 100)
12.33,Red,(160, 230, 90, 60)
12.33,Red,(280, 150, 100, 60)
12.33,Red,(560, 210, 80, 100)
12.37,Red,(160, 230, 90, 60)
12.37,Red,(280, 150, 100, 60)
12.37,Red,(560, 210, 80, 100)
12.40,Red,(160, 230, 90, 60)
12.40,Red,(280, 150, 100, 60)
12.40,Red,(560, 210, 80, 100)
12.43,Red,(160, 230, 90, 60)
12.43,Red,(280, 150, 100, 60)
12.43,Red,(560, 210, 80, 100)
12.47,Red,(160, 230, 90, 60)
12.47,Red,(280, 150, 100, 60)
12.47,Red,(560, 210, 80, 100)
12.50,Red,(160, 230, 90, 60)
12.50,Red,(280, 150, 100, 60)
12.53,Red,(160, 230, 90, 60)
12.53,Red,(280, 150, 100, 60)
12.57,Red,(160, 230, 90, 60)
12.57,Red,(280, 150, 100, 60)
12.60,Red,(160, 230, 90, 60)
12.60,Red,(280, 150, 100, 60)
12.60,Red,(560, 210, 80, 100)
12.63,Red,(160, 230, 90, 60)
12.63,Red,(280, 150, 100, 60)
12.63,Red,(560, 210, 80, 100)
12.67,Red,(160, 230, 90, 60)
12.67,Red,(280, 150, 100, 60)
12.67,Red,(560, 210, 80, 100)
12.70,Red,(160, 230, 90, 60)
12.70,Red,(280, 150, 100, 60)
12.70,Red,(560, 210, 80, 100)
12.73,Red,(160, 230, 90, 60)
12.73,Red,(280, 150, 100, 60)
12.77,Red,(160, 230, 90, 60)
12.77,Red,(280, 150, 100, 60)
12.80,Red,(160, 230, 90, 60)
12.80,Red,(280, 150, 100, 60)
12.83,Red,(160, 230, 90, 60)
12.83,Red,(280, 150, 100, 60)
12.87,Red,(160, 230, 90, 60)
12.87,Red,(280, 150, 100, 60)
12.87,Red,(560, 210, 80, 100)
12.90,Red,(160, 230, 90, 60)
12.90,Red,(280, 150, 100, 60)
12.90,Red,(560, 210, 80, 100)
12.93,Red,(160, 230, 90, 60)
12.93,Red,(280, 150, 100, 60)
12.93,Red,(560, 210, 80, 100)
12.97,Red,(160, 230, 90, 60)
12.97,Red,(280, 150, 100, 60)
12.97,Red,(560, 210, 80, 100)
13.00,Red,(160, 230, 90, 60)
13.00,Red,(280, 150, 100, 60)
13.00,Red,(560, 210, 80, 100)
13.03,Red,(160, 230, 90, 60)
13.03,Red,(280, 150, 100, 60)
13.03,Red,(560, 210, 80, 100)
13.07,Red,(160, 230, 90, 60)
13.07,Red,(280, 150, 100, 60)
13.07,Red,(560, 210, 80, 100)
13.10,Red,(160, 230, 90, 60)
13.10,Red,(280, 150, 100, 60)
13.10,Red,(560, 210, 80, 100)
13.13,Red,(160, 230, 90, 60)
13.13,Red,(280, 150, 100, 60)
13.13,Red,(560, 210, 80, 100)
13.17,Red,(160, 230, 90, 60)
13.17,Red,(280, 150, 100, 60)
13.17,Red,(560, 210, 80, 100)
13.20,Red,(160, 230, 90, 60)
13.20,Red,(280, 150, 100, 60)
13.20,Red,(560, 210, 80, 100)
13.23,Red,(160, 230, 90, 60)
13.23,Red,(280, 150, 100, 60)
13.23,Red,(560, 210, 80, 100)
13.27,Red,(160, 230, 90, 60)
13.27,Red,(280, 150, 100, 60)
13.27,Red,(560, 210, 80, 100)
13.30,Red,(160, 230, 90, 60)
13.30,Red,(280, 150, 100, 60)
13.30,Red,(560, 210, 80, 100)
13.33,Red,(160, 230, 90, 60)
13.33,Red,(280, 150, 100, 60)
13.33,Red,(560, 210, 80, 100)
13.37,Red,(160, 230, 90, 60)
13.37,Red,(280, 150, 100, 60)
13.37,Red,(560, 210, 80, 100)
13.40,Red,(160, 230, 90, 60)
13.40,Red,(280, 150, 100, 60)
13.40,Red,(560, 210, 80, 100)
13.43,Red,(160, 230, 90, 60)
13.43,Red,(280, 150, 100, 60)
13.43,Red,(560, 210, 80, 100)
13.47,Red,(160, 230, 90, 60)
13.47,Red,(280, 150, 100, 60)
13.47,Red,(560, 210, 80, 100)
13.50,Red,(160, 230, 90, 60)
13.50,Red,(280, 150, 100, 60)
13.50,Red,(560, 210, 80, 100)
13.53,Red,(160, 230, 90, 60)
13.53,Red,(280, 150, 100, 60)
13.53,Red,(560, 210, 80, 100)
13.57,Red,(160, 230, 90, 60)
13.57,Red,(280, 150, 100, 60)
13.57,Red,(560, 210, 80, 100)
13.60,Red,(160, 230, 90, 60)
13.60,Red,(280, 150, 100, 60)
13.60,Red,(560, 210, 80, 100)
13.63,Red,(160, 230, 90, 60)
13.63,Red,(280, 150, 100, 60)
13.63,Red,(560, 210, 80, 100)
13.67,Red,(160, 230, 90, 60)
13.67,Red,(280, 150, 100, 60)
13.67,Red,(560, 210, 80, 100)
13.70,Red,(160, 230, 90, 60)
13.70,Red,(280, 150, 100, 60)
13.70,Red,(560, 210, 80, 100)
13.73,Red,(160, 230, 90, 60)
13.73,Red,(280, 150, 100, 60)
13.73,Red,(560, 210, 80, 100)
13.77,Red,(160, 230, 90, 60)
13.77,Red,(280, 150, 100, 60)
13.77,Red,(560, 210, 80, 100)
13.80,Red,(160, 230, 90, 60)
13.80,Red,(280, 150, 100, 60)
13.80,Red,(560, 210, 80, 100)
13.83,Red,(160, 230, 90, 60)
13.83,Red,(280, 150, 100, 60)
13.83,Red,(560, 210, 80, 100)
13.87,Red,(160, 230, 90, 60)
13.87,Red,(280, 150, 100, 60)
13.87,Red,(560, 210, 80, 100)
13.90,Red,(160, 230, 90, 60)
13.90,Red,(280, 150, 100, 60)
13.90,Red,(560, 210, 80, 100)
13.93,Red,(280, 150, 100, 60)
